年纪,语文,数学,英语,物理,化学,生物,历史,综合,等级
高一,68,76,53,99,57,94,81,76.0,丙
高二,99,66,70,64,88,95,59,70.0,丙
高二,91,92,54,67,70,75,98,75.0,丙
高一,93,59,66,70,92,64,65,66.0,丙
高三,65,52,54,72,94,52,67,65.0,丙
高二,89,50,63,50,68,70,72,68.0,丙
高三,53,83,79,74,52,79,88,79.0,丙
高三,60,70,58,59,97,78,58,60.0,丙
高一,59,98,85,63,92,55,83,83.0,丙
高三,67,88,86,55,88,90,56,86.0,乙
高二,85,86,77,55,83,60,67,77.0,丙
高三,65,98,95,59,87,63,78,78.0,丙
高二,56,57,58,58,74,61,63,58.0,丁
高一,70,51,77,76,87,55,82,76.0,丙
高一,76,77,59,83,70,64,72,72.0,丙
高三,96,50,100,71,82,79,98,82.0,丙
高二,94,86,59,92,52,66,62,66.0,丙
高三,90,82,63,100,67,72,61,72.0,丙
高一,70,50,62,61,79,69,98,69.0,丙
高三,99,75,84,86,67,91,77,84.0,丙
高一,71,63,76,74,51,88,70,71.0,丙
高二,52,94,82,81,89,94,63,82.0,丙
高一,87,85,57,61,67,100,61,67.0,丙
高二,65,64,96,80,60,95,72,72.0,丙
高一,69,68,58,81,79,92,60,69.0,丙
高三,83,56,58,78,66,66,82,66.0,丙
高一,60,50,95,68,86,55,62,62.0,丙
高三,70,84,96,76,91,94,64,84.0,丙
高三,53,66,54,76,81,99,66,66.0,丙
高三,63,81,90,66,61,66,71,66.0,丙
高三,51,72,50,94,77,50,57,57.0,丁
高一,62,80,94,71,100,61,96,80.0,丙
高三,74,86,54,65,84,100,70,74.0,丙
高一,86,83,73,76,86,72,88,83.0,丙
高三,66,80,91,97,88,98,54,88.0,乙
高三,82,70,74,78,75,79,77,77.0,丙
高二,85,77,59,82,54,68,85,77.0,丙
高一,67,74,55,74,53,69,53,67.0,丙
高三,82,63,68,58,61,71,77,68.0,丙
高二,56,77,91,74,62,85,94,77.0,丙
高三,50,90,98,91,79,51,61,79.0,丙
高二,76,64,78,69,78,51,53,69.0,丙
高三,63,50,75,62,59,72,87,63.0,丙
高三,56,65,56,82,92,64,82,65.0,丙
高三,84,50,78,95,56,69,74,74.0,丙
高一,93,79,64,81,64,88,52,79.0,丙
高一,65,70,70,75,95,89,71,71.0,丙
高二,64,54,92,56,51,67,89,64.0,丙
高二,92,56,68,50,82,52,63,63.0,丙
高三,78,59,74,62,81,63,77,74.0,丙
高二,73,99,59,70,66,98,75,73.0,丙
高二,99,67,94,53,89,51,60,67.0,丙
高一,72,95,56,75,92,87,58,75.0,丙
高三,96,100,84,60,86,57,56,84.0,丙
高二,93,73,87,83,90,66,51,83.0,丙
高二,81,91,100,55,53,59,80,80.0,丙
高三,75,93,50,62,79,83,61,75.0,丙
高一,87,61,60,89,98,61,52,61.0,丙
高三,69,97,63,88,66,54,77,69.0,丙
高二,88,79,66,96,60,68,91,79.0,丙
高三,99,68,83,95,51,58,79,79.0,丙
高二,75,73,69,73,99,86,55,73.0,丙
高三,72,85,60,53,77,99,56,72.0,丙
高二,74,90,52,75,82,69,59,74.0,丙
高三,64,88,86,60,76,59,84,76.0,丙
高三,100,77,58,52,89,99,80,80.0,丙
高一,58,54,85,82,82,92,83,82.0,丙
高二,68,66,60,92,71,53,84,68.0,丙
高一,55,55,65,55,88,79,94,65.0,丙
高一,59,76,60,95,72,59,66,66.0,丙
高三,64,55,55,57,87,55,87,57.0,丁
高一,82,55,64,90,84,63,92,82.0,丙
高一,75,77,89,88,65,88,59,77.0,丙
高三,87,64,66,98,80,77,66,77.0,丙
高三,83,52,68,98,76,50,58,68.0,丙
高一,88,64,62,71,98,97,51,71.0,丙
高一,83,95,88,62,64,54,65,65.0,丙
高一,77,71,89,97,85,87,83,85.0,乙
高三,54,77,94,61,79,98,93,79.0,丙
高一,92,56,86,98,67,75,87,86.0,乙
高三,62,82,96,100,88,63,72,82.0,丙
高一,81,51,59,67,84,67,56,67.0,丙
高一,66,87,95,50,98,63,63,66.0,丙
高一,65,53,91,100,69,84,66,69.0,丙
高三,88,96,78,100,87,83,62,87.0,乙
高二,89,89,68,70,63,56,57,68.0,丙
高一,87,75,65,98,99,82,84,84.0,丙
高三,73,63,87,51,82,62,61,63.0,丙
高三,83,56,57,82,88,87,92,83.0,丙
高三,87,60,86,55,98,86,95,86.0,乙
高三,87,73,52,89,75,65,56,73.0,丙
高二,67,100,85,57,67,70,63,67.0,丙
高三,51,84,93,92,91,66,90,90.0,甲
高一,93,97,72,82,71,99,86,86.0,乙
高三,69,65,61,77,60,69,67,67.0,丙
高二,71,57,70,51,60,75,71,70.0,丙
高三,63,86,79,93,92,50,93,86.0,乙
高三,77,100,79,89,58,62,51,77.0,丙
高一,55,54,56,80,77,95,90,77.0,丙
高二,74,72,96,83,91,61,69,74.0,丙
高二,68,74,86,67,97,94,92,86.0,乙
高二,70,74,74,88,79,99,90,79.0,丙
高一,53,84,52,52,92,94,60,60.0,丙
高一,89,92,61,59,65,87,57,65.0,丙
高一,57,77,86,98,69,78,61,77.0,丙
高一,51,57,62,96,56,74,79,62.0,丙
高二,70,84,65,70,94,62,74,70.0,丙
高一,74,81,74,91,62,95,55,74.0,丙
高三,96,84,79,98,76,58,56,79.0,丙
高二,52,89,59,58,62,64,75,62.0,丙
高一,90,69,89,100,94,91,50,90.0,甲
高一,91,64,63,93,72,55,61,64.0,丙
高二,100,96,60,50,79,82,70,79.0,丙
高二,87,93,76,55,62,93,83,83.0,丙
高二,80,73,67,94,67,81,93,80.0,丙
高三,72,93,63,100,67,97,80,80.0,丙
高一,72,92,94,84,71,77,99,84.0,丙
高一,92,53,79,58,50,67,73,67.0,丙
高三,72,66,83,81,83,89,83,83.0,丙
高三,81,67,76,52,69,78,100,76.0,丙
高一,70,92,70,63,97,50,70,70.0,丙
高二,86,57,74,60,57,74,65,65.0,丙
高二,80,86,100,57,78,59,88,80.0,丙
高二,79,92,55,75,72,87,54,75.0,丙
高二,64,68,83,64,78,58,63,64.0,丙
高三,81,50,100,59,64,87,76,76.0,丙
高一,64,76,60,53,97,58,98,64.0,丙
高二,92,72,85,78,99,78,55,78.0,丙
高三,76,59,69,86,87,64,98,76.0,丙
高三,99,99,53,89,51,93,100,93.0,甲
高二,88,55,93,58,69,61,60,61.0,丙
高三,92,86,64,77,57,65,55,65.0,丙
高三,59,53,65,66,90,93,73,66.0,丙
高二,74,60,65,81,97,71,58,71.0,丙
高二,52,68,67,61,98,59,90,67.0,丙
高二,86,52,66,56,81,85,79,79.0,丙
高三,74,64,62,80,91,86,97,80.0,丙
高一,81,97,87,70,92,99,59,87.0,乙
高三,92,68,87,91,65,82,55,82.0,丙
高三,99,68,99,64,80,74,52,74.0,丙
高三,74,85,67,59,84,93,58,74.0,丙
高三,86,66,74,77,61,90,61,74.0,丙
高三,58,74,70,58,69,99,67,69.0,丙
高一,74,84,72,100,85,50,62,74.0,丙
高一,95,91,50,53,54,52,85,54.0,丁
高三,52,64,77,72,65,77,97,72.0,丙
高一,67,65,51,92,72,63,76,67.0,丙
高二,88,80,57,100,75,83,75,80.0,丙
高二,62,73,61,87,58,97,52,62.0,丙
高一,56,99,52,72,64,94,62,64.0,丙
高一,69,71,55,67,74,79,78,71.0,丙
高一,79,69,64,82,50,69,61,69.0,丙
高一,55,99,86,84,81,66,56,81.0,丙
高三,97,80,72,82,67,95,82,82.0,丙
高二,66,93,69,70,54,100,77,70.0,丙
高二,95,73,77,57,75,71,52,73.0,丙
高一,78,100,70,97,54,59,100,78.0,丙
高三,63,96,100,73,99,72,72,73.0,丙
高三,83,57,96,83,62,86,55,83.0,丙
高二,82,63,92,67,94,86,60,82.0,丙
高一,90,100,64,94,90,92,52,90.0,甲
高一,93,52,57,100,58,66,50,58.0,丁
高二,66,99,76,78,98,77,66,77.0,丙
高一,82,92,79,84,92,64,66,82.0,丙
高二,56,74,66,100,77,78,73,74.0,丙
高二,52,60,67,75,62,75,93,67.0,丙
高二,60,54,64,98,72,98,67,67.0,丙
高三,77,67,62,56,92,74,71,71.0,丙
高一,64,62,85,58,70,96,54,64.0,丙
高二,60,97,56,85,86,99,79,85.0,乙
高二,74,82,72,52,89,52,72,72.0,丙
高三,89,55,95,97,85,55,83,85.0,乙
高三,54,77,80,77,93,84,93,80.0,丙
高三,56,66,95,56,69,56,56,56.0,丁
高二,75,100,57,56,85,98,51,75.0,丙
高三,83,70,60,88,72,98,77,77.0,丙
高一,75,66,60,100,51,77,83,75.0,丙
高三,99,74,66,65,90,98,84,84.0,丙
高一,54,70,53,66,66,93,52,66.0,丙
高二,59,84,99,83,81,97,58,83.0,丙
高三,74,81,75,66,82,68,82,75.0,丙
高一,91,53,92,58,71,77,82,77.0,丙
高一,93,53,85,61,78,63,69,69.0,丙
高二,82,65,65,50,90,99,72,72.0,丙
高三,54,86,79,86,50,73,60,73.0,丙
高一,78,66,99,61,57,75,54,66.0,丙
高二,63,56,98,63,75,64,61,63.0,丙
高一,91,66,90,79,70,95,70,79.0,丙
高二,73,95,72,94,68,96,67,73.0,丙
高二,74,72,67,61,65,92,98,72.0,丙
高三,81,88,80,54,97,77,71,80.0,丙
高一,84,58,74,76,62,96,61,74.0,丙
高三,91,54,97,94,81,61,80,81.0,丙
高二,61,80,78,96,59,93,54,78.0,丙
高一,90,77,57,79,61,60,65,65.0,丙
高一,55,87,94,100,91,60,75,87.0,乙
高二,99,61,67,52,80,96,99,80.0,丙
高二,86,84,87,63,79,72,96,84.0,丙
高二,68,95,52,53,75,50,72,68.0,丙
高二,97,82,96,54,53,92,53,82.0,丙
高一,62,78,82,53,73,84,62,73.0,丙
高三,96,90,96,71,82,61,57,82.0,丙
高三,93,96,99,71,73,86,51,86.0,乙
高二,63,83,87,68,54,74,77,74.0,丙
高一,73,94,52,90,88,60,64,73.0,丙
高三,85,71,60,80,69,89,76,76.0,丙
高二,78,58,56,71,83,67,55,67.0,丙
高一,78,78,85,85,95,53,62,78.0,丙
高三,63,65,67,86,68,85,72,68.0,丙
高一,97,87,51,82,69,80,57,80.0,丙
高二,50,87,88,76,100,97,70,87.0,乙
高三,91,68,58,70,93,99,97,91.0,甲
高一,90,60,88,79,80,74,75,79.0,丙
高三,93,95,50,83,89,92,78,89.0,乙
高二,85,79,65,56,68,60,52,65.0,丙
高三,66,97,92,62,75,65,96,75.0,丙
高二,99,70,77,60,71,83,71,71.0,丙
高一,68,90,91,100,55,99,76,90.0,甲
高一,51,91,74,75,85,88,97,85.0,乙
高三,98,94,74,77,89,97,54,89.0,乙
高三,63,62,78,58,71,75,86,71.0,丙
高二,82,87,90,73,62,55,69,73.0,丙
高二,87,95,70,51,94,98,94,94.0,甲
高一,66,85,73,83,95,98,98,85.0,乙
高三,100,90,61,97,95,51,65,90.0,甲
高二,73,56,71,81,63,62,70,70.0,丙
高一,60,67,57,94,60,52,97,60.0,丙
高三,87,72,62,98,56,79,57,72.0,丙
高一,80,74,88,64,83,73,89,80.0,丙
高三,92,93,88,65,87,78,61,87.0,乙
高三,92,83,100,95,97,94,58,94.0,甲
高二,83,50,63,50,95,90,65,65.0,丙
高三,83,59,66,99,59,74,95,74.0,丙
高三,75,55,57,63,69,60,69,63.0,丙
高一,67,74,95,54,92,94,72,74.0,丙
高二,56,92,85,73,65,57,66,66.0,丙
高三,60,84,81,52,77,56,85,77.0,丙
高二,80,79,53,68,58,55,73,68.0,丙
高一,52,62,55,61,76,83,91,62.0,丙
高三,82,77,88,88,74,87,53,82.0,丙
高三,63,86,60,60,94,61,66,63.0,丙
高三,88,55,57,68,88,90,52,68.0,丙
高一,90,81,87,100,89,96,97,90.0,甲
高二,78,93,70,60,88,63,89,78.0,丙
高一,71,79,78,97,99,59,75,78.0,丙
高二,94,77,72,85,76,89,52,77.0,丙
高三,54,79,98,79,58,53,76,76.0,丙
高二,91,56,96,54,64,54,54,56.0,丁
高一,91,96,87,60,63,78,81,81.0,丙
高二,62,85,79,56,79,87,56,79.0,丙
高一,89,79,90,71,97,92,60,89.0,乙
高二,59,88,68,67,75,87,52,68.0,丙
高二,79,54,69,70,74,96,83,74.0,丙
高二,96,82,52,77,66,67,55,67.0,丙
高三,99,76,75,82,90,96,65,82.0,丙
高三,70,76,89,96,89,77,99,89.0,乙
高一,88,71,88,53,69,56,52,69.0,丙
高一,54,83,86,86,87,82,51,83.0,丙
高三,90,68,75,78,75,70,67,75.0,丙
高一,83,90,93,59,69,90,57,83.0,丙
高三,63,85,78,61,64,89,85,78.0,丙
高一,72,96,61,80,92,55,92,80.0,丙
高一,79,79,77,53,57,79,89,79.0,丙
高二,97,78,91,83,70,93,94,91.0,甲
高二,50,67,54,89,86,51,61,61.0,丙
高一,50,78,93,89,74,75,68,75.0,丙
高二,54,83,96,62,50,100,96,83.0,丙
高一,100,71,69,95,65,66,87,71.0,丙
高三,72,50,99,84,98,56,65,72.0,丙
高一,76,85,86,94,87,63,81,85.0,乙
高二,95,76,86,81,87,54,96,86.0,乙
高三,97,99,92,80,68,78,65,80.0,丙
高三,53,99,70,94,75,57,66,70.0,丙
高一,67,50,79,72,57,90,81,72.0,丙
高一,91,93,52,79,82,59,79,79.0,丙
高二,87,67,71,89,68,94,75,75.0,丙
高二,61,84,76,95,61,77,95,77.0,丙
高一,60,53,54,57,72,52,50,54.0,丁
高一,95,79,61,67,84,83,90,83.0,丙
高三,63,83,57,68,51,96,89,68.0,丙
高二,87,83,98,79,87,85,57,85.0,乙
高二,50,52,84,59,85,79,100,79.0,丙
高一,62,95,54,55,75,63,51,62.0,丙
高一,91,75,55,59,92,100,77,77.0,丙
高三,91,58,79,68,76,54,94,76.0,丙
高一,52,75,62,75,92,59,68,68.0,丙
高三,85,96,57,62,79,74,53,74.0,丙
高三,70,57,66,65,77,84,67,67.0,丙
高二,91,53,58,90,61,88,96,88.0,乙
高一,80,79,82,68,67,86,64,79.0,丙
高一,94,55,65,80,84,69,56,69.0,丙
高一,68,67,54,95,90,63,73,68.0,丙
高三,52,100,83,80,76,61,69,76.0,丙
高一,60,95,66,68,55,55,73,66.0,丙
高一,68,87,97,100,82,61,80,82.0,丙
高二,98,61,87,98,87,79,58,87.0,乙
高二,74,55,87,67,68,50,62,67.0,丙
高二,84,73,54,56,87,81,59,73.0,丙
高三,61,100,59,92,96,51,75,75.0,丙
高一,96,81,99,76,81,80,96,81.0,丙
高三,71,54,64,68,79,55,95,68.0,丙
高三,66,50,86,67,81,54,89,67.0,丙
高一,88,96,92,66,77,58,62,77.0,丙
高二,80,71,87,84,71,69,99,80.0,丙
高一,61,67,97,50,52,96,55,61.0,丙
高二,70,57,51,86,54,84,78,70.0,丙
高三,67,52,68,97,63,85,55,67.0,丙
高一,93,95,88,59,76,64,84,84.0,丙
高二,72,97,96,78,78,84,68,78.0,丙
高二,59,82,56,75,75,100,50,75.0,丙
高二,76,96,89,81,88,85,52,85.0,乙
高二,88,100,81,73,81,59,84,81.0,丙
高一,98,90,92,56,62,89,83,89.0,乙
高三,82,70,53,78,60,57,82,70.0,丙
高三,65,51,80,53,99,61,80,65.0,丙
高二,52,92,56,65,74,55,77,65.0,丙
高三,68,97,55,70,52,86,97,70.0,丙
高二,64,86,65,63,53,92,81,65.0,丙
高二,93,57,85,82,67,68,83,82.0,丙
高一,60,96,83,90,96,89,59,89.0,乙
高二,80,96,78,70,99,90,66,80.0,丙
高三,61,83,53,88,91,84,81,83.0,丙
高二,54,75,51,87,52,68,96,68.0,丙
高二,90,74,71,71,58,80,58,71.0,丙
高一,94,85,56,58,93,92,91,91.0,甲
高三,91,95,53,61,82,73,83,82.0,丙
高一,87,85,100,55,51,71,90,85.0,乙
高三,68,91,62,76,63,89,100,76.0,丙
高三,62,91,68,83,85,68,80,80.0,丙
高一,66,50,77,79,87,76,58,76.0,丙
高一,51,51,57,53,58,74,60,57.0,丁
高一,85,90,95,60,86,66,78,85.0,乙
高二,51,75,70,67,87,82,65,70.0,丙
高二,86,95,66,69,59,81,77,77.0,丙
高二,66,98,56,96,71,86,66,71.0,丙
高二,88,61,99,81,100,78,92,88.0,乙
高一,95,75,60,70,75,60,75,75.0,丙
高二,97,66,91,80,81,80,60,80.0,丙
高三,81,77,61,82,87,67,52,77.0,丙
高三,55,75,95,100,61,82,99,82.0,丙
高三,97,100,64,62,99,52,81,81.0,丙
高一,80,58,84,75,61,51,94,75.0,丙
高二,56,77,74,77,91,61,81,77.0,丙
高二,53,82,54,78,62,98,80,78.0,丙
高二,75,73,94,78,57,52,97,75.0,丙
高二,81,62,59,52,99,59,58,59.0,丁
高二,87,63,62,84,100,73,66,73.0,丙
高三,68,91,96,67,57,82,51,68.0,丙
高二,88,65,68,59,54,78,90,68.0,丙
高二,81,76,57,85,94,69,91,81.0,丙
高一,56,90,54,86,67,79,86,79.0,丙
高三,96,85,53,52,92,95,76,85.0,乙
高三,94,84,78,89,68,67,66,78.0,丙
高二,84,76,54,84,54,81,60,76.0,丙
高三,84,97,63,53,58,64,55,63.0,丙
高二,69,70,84,77,66,57,89,70.0,丙
高二,65,60,66,85,72,95,91,72.0,丙
高一,85,86,63,52,100,100,68,85.0,乙
高一,60,57,94,91,96,52,79,79.0,丙
高三,86,88,53,84,60,99,79,84.0,丙
高二,54,61,95,80,81,91,78,80.0,丙
高二,82,100,75,73,60,88,96,82.0,丙
高一,82,82,58,57,81,76,78,78.0,丙
高二,65,51,78,81,100,87,50,78.0,丙
高二,62,64,70,92,60,86,55,64.0,丙
高三,93,79,59,69,64,65,71,69.0,丙
高二,90,70,55,80,67,96,58,70.0,丙
高二,90,84,98,59,82,52,79,82.0,丙
高一,73,58,61,60,79,57,51,60.0,丙
高二,86,57,85,68,93,67,79,79.0,丙
高一,63,70,90,89,68,52,82,70.0,丙
高三,55,53,92,68,60,82,50,60.0,丙
高三,100,69,84,61,81,93,87,84.0,丙
高一,86,93,55,62,97,69,85,85.0,乙
高三,59,88,57,55,86,89,64,64.0,丙
高三,77,73,81,86,58,67,62,73.0,丙
高一,50,83,55,93,53,100,77,77.0,丙
高二,83,71,69,96,91,91,56,83.0,丙
高一,94,95,78,99,89,82,55,89.0,乙
高一,71,64,66,87,96,99,73,73.0,丙
高一,58,71,93,91,70,83,50,71.0,丙
高三,58,51,97,100,90,86,54,86.0,乙
高一,70,57,58,78,60,83,52,60.0,丙
高二,65,50,95,66,87,65,93,66.0,丙
高三,71,76,60,51,87,52,98,71.0,丙
高一,51,64,56,54,91,69,74,64.0,丙
高三,86,75,65,95,51,54,66,66.0,丙
高二,86,98,87,56,65,91,86,86.0,乙
高一,80,57,76,88,90,72,98,80.0,丙
高三,61,60,89,91,69,69,51,69.0,丙
高二,85,63,77,92,71,83,81,81.0,丙
高一,87,61,61,88,99,98,97,88.0,乙
高二,53,100,71,65,76,93,54,71.0,丙
高二,56,59,55,82,63,71,76,63.0,丙
高二,85,89,67,80,61,54,67,67.0,丙
高一,53,82,58,70,90,60,50,60.0,丙
高三,64,69,65,61,71,95,79,69.0,丙
高二,98,60,75,84,74,98,53,75.0,丙
高一,52,92,58,65,62,94,83,65.0,丙
高一,75,75,76,90,51,99,77,76.0,丙
高一,93,67,57,52,56,65,94,65.0,丙
高三,88,95,71,64,63,53,73,71.0,丙
高二,89,63,60,70,90,84,50,70.0,丙
高一,95,94,97,76,52,85,95,94.0,甲
高三,54,86,74,59,82,58,65,65.0,丙
高三,76,91,63,62,70,68,59,68.0,丙
高三,85,69,80,86,62,61,82,80.0,丙
高三,80,74,68,97,75,89,58,75.0,丙
高一,85,64,83,100,66,52,88,83.0,丙
高二,79,61,80,61,64,56,91,64.0,丙
高二,84,87,100,54,68,80,67,80.0,丙
高三,66,97,58,73,93,85,97,85.0,乙
高三,68,98,69,71,93,50,51,69.0,丙
高二,96,85,71,92,53,58,50,71.0,丙
高二,66,78,79,55,69,100,74,74.0,丙
高二,92,82,76,50,66,73,89,76.0,丙
高三,67,64,65,52,82,53,75,65.0,丙
高二,71,60,81,57,90,71,87,71.0,丙
高三,51,57,75,54,74,58,93,58.0,丁
高一,51,73,54,58,50,76,77,58.0,丁
高二,55,98,56,74,93,92,78,78.0,丙
高三,69,80,67,77,55,56,98,69.0,丙
高一,81,99,72,61,83,51,84,81.0,丙
高一,99,62,72,85,79,57,66,72.0,丙
高一,92,79,87,54,55,61,61,61.0,丙
高二,100,79,89,54,51,51,79,79.0,丙
高二,52,57,84,98,59,96,96,84.0,丙
高二,64,58,77,59,63,83,90,64.0,丙
高三,96,50,88,53,81,82,56,81.0,丙
高二,55,80,60,90,91,98,80,80.0,丙
高一,71,89,95,95,98,63,50,89.0,乙
高一,74,97,78,56,62,53,92,74.0,丙
高三,67,68,53,58,91,63,51,63.0,丙
高一,92,61,69,60,88,72,100,72.0,丙
高二,82,90,74,100,69,77,91,82.0,丙
高三,79,60,70,51,79,64,85,70.0,丙
高三,73,96,86,65,63,57,84,73.0,丙
高一,86,60,76,93,95,76,50,76.0,丙
高二,57,92,71,81,95,71,54,71.0,丙
高三,98,99,91,83,87,85,78,87.0,乙
高一,51,63,65,60,96,50,63,63.0,丙
高一,52,97,63,86,63,92,72,72.0,丙
高一,75,80,88,90,96,89,84,88.0,乙
高三,72,100,96,79,59,88,63,79.0,丙
高一,73,57,83,100,75,98,73,75.0,丙
高一,57,56,66,92,52,76,93,66.0,丙
高二,85,89,82,69,71,55,99,82.0,丙
高二,69,76,58,61,66,68,57,66.0,丙
高三,67,86,79,92,91,68,57,79.0,丙
高一,65,85,83,60,98,53,79,79.0,丙
高一,82,99,75,68,51,91,78,78.0,丙
高一,59,70,85,67,51,64,98,67.0,丙
高二,67,75,67,76,77,79,79,76.0,丙
高一,77,60,81,95,63,91,80,80.0,丙
高三,74,70,72,56,77,70,96,72.0,丙
高一,56,54,83,52,61,85,79,61.0,丙
高二,55,75,77,99,100,87,52,77.0,丙
高一,79,98,65,76,69,91,92,79.0,丙
高二,75,75,94,53,88,87,73,75.0,丙
高三,93,66,82,78,77,62,100,78.0,丙
高一,98,63,70,52,87,55,68,68.0,丙
高一,90,88,51,90,54,59,79,79.0,丙
高一,85,50,96,71,93,98,51,85.0,乙
高二,52,78,72,70,93,79,88,78.0,丙
高一,56,64,71,89,54,92,61,64.0,丙
高二,71,100,80,70,84,80,77,80.0,丙
高二,56,70,89,65,85,76,77,76.0,丙
高一,78,94,78,82,51,59,57,78.0,丙
高三,93,100,69,93,78,91,100,93.0,甲
高三,54,82,72,55,76,56,99,72.0,丙
高一,74,92,53,50,72,79,86,74.0,丙
高一,64,90,84,54,89,100,79,84.0,丙
高三,57,65,94,52,53,78,53,57.0,丁
高三,56,66,65,65,84,70,83,66.0,丙
高三,53,71,92,75,100,71,91,75.0,丙
高二,52,55,53,92,76,58,52,55.0,丁
高二,86,51,88,55,83,88,86,86.0,乙
高一,69,77,57,94,98,51,81,77.0,丙
高一,93,94,94,89,92,66,72,92.0,甲
高二,65,51,59,69,76,91,68,68.0,丙
高一,82,63,72,94,80,81,52,80.0,丙
高三,65,84,65,50,55,63,82,65.0,丙
高一,70,57,72,72,60,62,63,63.0,丙
高一,91,91,87,70,72,53,66,72.0,丙
高二,55,83,72,93,76,63,50,72.0,丙
高三,83,55,62,85,94,52,92,83.0,丙
高三,62,85,63,63,95,58,91,63.0,丙
高二,83,69,84,84,58,66,60,69.0,丙
高三,96,93,85,66,93,67,64,85.0,乙
高一,82,69,63,96,61,91,58,69.0,丙
高二,71,77,85,68,74,84,84,77.0,丙
高三,82,81,84,92,63,83,92,83.0,丙
高二,86,93,73,91,52,87,98,87.0,乙
高三,78,80,56,83,86,50,97,80.0,丙
高一,69,53,52,95,91,82,75,75.0,丙
高二,60,53,57,60,91,95,96,60.0,丙
高一,91,96,91,99,58,73,52,91.0,甲
高三,61,99,66,77,82,55,58,66.0,丙
高三,60,63,98,77,73,64,98,73.0,丙
高三,70,59,73,65,84,98,60,70.0,丙
高二,79,50,60,59,86,64,52,60.0,丙
高二,64,91,82,64,95,83,86,83.0,丙
高二,51,75,69,52,67,90,50,67.0,丙
高三,67,82,100,56,57,62,66,66.0,丙
高一,68,65,85,54,53,75,52,65.0,丙
高一,82,55,51,50,89,97,96,82.0,丙
高一,65,71,62,65,82,71,69,69.0,丙
高三,71,65,83,93,62,54,78,71.0,丙
高三,68,51,69,67,93,87,95,69.0,丙
高一,93,98,52,52,93,93,100,93.0,甲
高一,75,79,57,70,86,81,88,79.0,丙
高一,66,79,75,87,75,57,94,75.0,丙
高二,99,85,86,63,52,91,79,85.0,乙
高一,73,92,98,85,65,51,98,85.0,乙
高二,62,79,73,58,96,84,63,73.0,丙
高二,54,63,51,86,56,50,75,56.0,丁
高二,75,83,58,71,85,79,97,79.0,丙
高二,52,79,96,99,87,54,63,79.0,丙
高三,95,66,51,78,97,69,51,69.0,丙
高一,85,63,80,85,98,67,58,80.0,丙
高三,56,94,58,75,71,80,50,71.0,丙
高二,86,51,94,64,64,95,82,82.0,丙
高三,76,88,99,65,65,95,89,88.0,乙
高一,81,87,63,82,66,83,80,81.0,丙
高一,81,88,86,83,63,67,62,81.0,丙
高二,62,68,51,86,96,83,69,69.0,丙
高二,73,87,54,92,91,93,52,87.0,乙
高二,96,61,90,51,95,85,84,85.0,乙
高三,77,89,95,83,97,79,84,84.0,丙
高二,97,74,50,89,99,86,89,89.0,乙
高三,74,73,51,61,68,52,94,68.0,丙
高一,54,81,62,60,88,96,72,72.0,丙
高三,71,70,97,69,58,75,98,71.0,丙
高三,72,61,59,65,58,86,57,61.0,丙
高三,57,55,52,69,59,59,83,59.0,丁
高二,72,95,88,57,81,55,59,72.0,丙
高三,97,88,56,53,90,65,67,67.0,丙
高三,58,85,66,70,90,72,87,72.0,丙
高二,91,76,86,95,59,64,53,76.0,丙
高三,50,62,52,72,64,81,95,64.0,丙
高三,97,91,61,72,63,81,61,72.0,丙
高三,79,84,62,80,50,69,95,79.0,丙
高一,91,60,91,62,74,73,96,74.0,丙
高一,63,85,77,67,95,56,59,67.0,丙
高一,57,97,86,92,81,76,52,81.0,丙
高三,63,99,98,77,76,79,95,79.0,丙
高二,69,67,61,64,85,62,65,65.0,丙
高一,100,68,67,74,68,80,58,68.0,丙
高一,83,87,100,69,92,63,51,83.0,丙
高一,59,73,66,95,83,71,77,73.0,丙
高一,60,85,76,74,90,63,67,74.0,丙
高二,70,85,87,53,94,89,80,85.0,乙
高三,87,74,57,67,73,94,58,73.0,丙
高二,92,88,85,100,55,85,78,85.0,乙
高三,68,89,78,53,79,56,66,68.0,丙
高一,71,57,76,53,73,50,58,58.0,丁
高三,71,56,54,98,58,89,63,63.0,丙
高一,79,69,89,88,50,94,58,79.0,丙
高一,75,55,100,64,82,53,51,64.0,丙
高三,60,57,55,84,60,70,70,60.0,丙
高三,91,67,87,85,99,54,95,87.0,乙
高二,56,65,93,71,79,62,56,65.0,丙
高一,55,51,96,64,96,70,56,64.0,丙
高三,80,98,97,94,58,96,66,94.0,甲
高三,76,60,97,71,77,51,73,73.0,丙
高一,55,71,98,82,86,97,70,82.0,丙
高二,93,86,75,76,92,81,56,81.0,丙
高三,98,52,97,82,71,84,61,82.0,丙
高二,77,79,69,63,82,67,88,77.0,丙
高一,96,85,60,63,58,78,80,78.0,丙
高一,69,96,54,71,94,62,85,71.0,丙
高三,55,98,100,82,67,64,51,67.0,丙
高三,75,58,68,90,54,85,90,75.0,丙
高一,66,57,77,73,67,52,63,66.0,丙
高三,76,92,70,71,50,79,72,72.0,丙
高一,57,60,71,91,66,67,58,66.0,丙
高三,63,89,60,64,98,79,68,68.0,丙
高三,63,67,53,89,73,85,59,67.0,丙
高二,97,73,51,66,93,83,59,73.0,丙
高二,67,69,72,70,87,56,99,70.0,丙
高二,91,73,78,76,52,90,98,78.0,丙
高一,69,98,87,78,60,90,83,83.0,丙
